season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,successful_lay_offs,successful_launches,right_foot_goals,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,set_pieces_goals,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,successful_corners_into_box,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,corners_taken_incl_short_corners,appearances,foul_attempted_tackle,blocks,ground_duels,goals_from_outside_box,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,unsuccessful_corners_into_box,assists_intentional,ground_duels_lost,leftside_passes,clearances_off_the_line,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,goal_assists,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,substitute_on,left_foot_goals,headed_goals,handballs_conceded,goals_from_inside_box,unsuccessful_lay_offs,own_goal_scored,gk_unsuccessful_distribution,last_man_tackle,penalties_conceded,through_balls,saves_made,gk_successful_distribution,drops,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made_caught,punches,goalkeeper_smother,catches,total_red_cards,straight_red_cards,crosses_not_claimed,penalties_saved,saves_made_parried,saves_from_penalty,penalties_taken,penalty_goals,foul_won_penalty,other_goals,penalties_off_target
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::12d0fcd5fa024c44809ff34d8eb9586b,opta:Player:axus81lkscgaij42wbank7b9x,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Nickolette Taylor,Driesse,N. Driesse,Midfielder,Puerto Rico,24,3,,PRI,146,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,4,47,0,0,0,0,0,0,2,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47,,5,,,33,,13,,10,,1,,,,2,9,17,3,,5,33,,,,26,1,,6,,7,1,4,,,4,,,2,43,,4,,,6,,10,,10,5,,,1,,1,1,,9,2,,,,2,3,,27,27,3,,,4,1,1,4,True,0,0,0,0,33,0,0,1,9,0,2,1,0,True,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::1e524e201dce43908965d637c8a6140f,opta:Player:biot51y8bhwouactlbow0b5k9,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Britt Ellen,Eckerstrom,B. Eckerstrom,Goalkeeper,USA,51,1,,USA,167,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::4932d40caf094edd88eb680559cffd38,opta:Player:bheniu7u85ivkjhipazymzxzp,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kristen,Edmonds,K. Edmonds,Defender,USA,12,2,,USA,26,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,23,1891,2,0,12,0,6,0,30,2,14,2,1,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1891,121,15,3,,816,8,172,4,283,20,49,5,6,2,7,287,392,40,,121,841,5,2,5,645,27,12,170,,101,10,142,2,21,101,21,20,56,1253,2,23,1,2,96,1,277,19,10,64,6,2,26,3,14,6,17,109,46,28,1,,38,291,,653,671,13,3,,45,10,26,58,True,0,0,0,0,841,3,0,26,287,0,75,26,0,True,2,2,,,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::8a79e963a9ed4ce7b8e03564a23de251,opta:Player:de0o8hm1h02ytwuapmp46si5l,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Brooke,Elby,B. Elby,Defender,USA,23,2,,USA,98,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,13,848,0,0,6,0,1,0,33,10,11,0,2,0,0,,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,848,56,1,1,,326,3,59,1,96,11,22,10,5,1,6,147,148,40,,62,327,3,10,5,239,14,6,84,,74,4,61,1,11,53,10,19,38,603,1,13,6,3,87,,124,5,10,66,1,,4,1,11,10,5,103,24,15,1,,31,70,1,243,243,16,2,,37,7,38,56,True,0,0,0,0,327,1,0,4,147,0,26,4,0,True,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::547e264b787c4be3b027538f4cbcda77,opta:Player:8evcuui59rvnhf67xhq56mj85,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Lindsay,Elston,L. Elston,Midfielder,USA,6,3,,USA,84,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,15,945,1,1,14,0,8,1,15,18,4,7,1,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,945,2,10,1,1,405,12,68,4,164,3,19,20,6,1,29,181,140,23,,95,414,5,18,8,278,19,14,114,,100,5,96,5,1,67,11,33,27,593,,15,10,3,89,,142,21,10,45,8,,22,4,4,10,7,128,7,9,,1,54,104,1,291,300,39,1,1,83,8,11,35,True,0,0,0,0,414,4,0.1,22,181,0,41,22,0,True,4,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::bee0506c8e134de9bc8af601b1d28778,opta:Player:dve5pao9dmobh167wb8g45g45,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Julie,Ertz,J. Ertz,Midfielder,USA,8,3,,USA,18,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,23,2022,4,3,17,0,7,3,55,36,24,1,3,0,0,,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2022,7,8,6,2,900,4,82,,337,32,71,29,10,4,58,369,295,70,,213,916,1,36,8,593,23,17,284,,148,20,216,3,4,201,22,45,71,1338,,23,15,9,177,,477,36,10,168,7,,39,,24,68,5,303,74,3,,,77,209,,622,632,126,5,3,135,15,68,100,True,0,0,0,0,916,0,0.13,39,369,0,110,39,0,True,1,1,1,2,4,1,,,,,7,,,,,,,,,,,,,,,,,,,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::0021ff8bfe6741208350a5d0d7cf8a7c,opta:Player:99bjhkzp8kgg95kys48f5vill,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Danica,Evans,D. Evans,Forward,USA,8,4,,USA,141,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,12,196,1,0,5,0,4,0,1,2,6,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,196,3,1,,1,43,1,16,,27,,2,3,1,,4,26,11,2,,8,48,1,2,3,37,5,5,10,,12,1,10,2,2,,1,3,,95,,12,1,,18,,9,11,10,14,4,,1,,6,3,,25,1,,,,7,11,,33,38,7,,,11,1,,11,True,0,0,0,0,48,0,0,1,26,0,3,1,0,True,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::aeec178c158f4f938d095a83b821bdb3,opta:Player:a6skk22larmfn1pqtyy6ttrdh,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Madlyn Whitney,Evans,M. Evans,Midfielder,USA,18,3,,USA,107,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,12,484,0,0,3,0,1,0,4,9,0,0,2,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,484,2,6,3,,254,1,54,1,111,2,5,3,2,1,13,63,103,8,,38,256,2,9,2,200,2,3,43,,83,6,31,,,23,4,6,15,315,,12,4,,26,,72,10,10,29,1,,13,1,,19,2,58,4,3,,,16,47,,211,213,32,1,,29,4,7,10,True,0,0,0,0,256,1,0,13,63,0,18,13,0,True,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::5169c6fd0fc140ee8b82add29a6d8b3f,opta:Player:1au0af90j09ol6827vodhg1k9,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Claire Elizabeth,Falknor,C. Falknor,Midfielder,USA,8,3,,USA,126,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,7,275,0,0,1,0,1,0,5,1,3,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,275,16,,,,120,,17,1,52,3,5,,,,2,44,45,6,,19,120,1,1,1,92,7,1,24,,14,2,21,,5,23,3,3,6,184,1,7,1,2,20,,50,1,10,10,1,,4,1,3,,1,22,5,3,1,,10,39,,96,96,2,,,12,1,4,10,True,0,0,0,0,120,1,0,4,44,0,9,4,0,True,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::b84e9888c15f472fa74b57182a7f9d64,opta:Player:337qzu7e4zc4w8wpmkpq6j8q1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Cali Jean,Farquharson,C. Farquharson,Forward,USA,28,4,,USA,125,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,10,352,0,0,4,0,2,0,7,8,1,3,2,0,0,,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,352,3,4,,,124,5,22,,67,,2,6,2,,10,70,30,10,,26,125,2,8,8,94,8,4,28,,27,4,31,1,,22,3,10,3,211,,10,4,,49,,37,17,10,27,2,,3,,1,8,9,67,2,6,,,30,39,,96,97,18,,,40,3,5,19,True,0,0,0,0,125,0,0,3,70,0,5,3,0,True,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::5d76f50c58f34b00a7bd574b12c70c94,opta:Player:93d5k82qrmjr894k2hp5aril1,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Jess,Fishlock,J. Fishlock,Midfielder,Wales,10,3,,WAL,23,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,20,1743,7,2,33,0,18,2,31,20,25,2,3,0,0,,28,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1743,1,18,7,5,852,11,113,1,258,10,55,18,15,1,28,288,399,41,,160,871,1,20,10,598,27,33,215,,206,19,169,6,1,118,20,29,50,1198,1,20,13,13,130,1,321,50,10,108,18,,58,1,25,34,7,192,51,4,1,2,56,231,,640,656,62,2,2,84,10,33,74,True,0,0,0,0,871,1,0.1,58,288,0,113,58,0,True,,,1,1,6,2,1,,,,7,,1,,,,,,,,,,,,,,,2,1,,1,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::58313eb150f448559fd8c0a83e96c3d0,opta:Player:3wdhqaeh6mrqi42v4z4apoo2x,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Caroline,Flynn,C. Flynn,Midfielder,USA,21,3,,USA,135,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,USA,10,152,0,0,2,0,2,0,6,2,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,152,5,1,,,70,1,11,,26,3,6,6,,2,3,55,17,9,,21,70,,2,1,39,4,2,27,,12,,25,1,2,13,,10,6,142,,10,,1,25,,33,4,10,13,2,,4,,,3,6,31,6,4,,,15,14,,43,43,6,,,18,3,4,10,True,0,0,0,0,70,0,0,4,55,0,10,4,0,True,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::f1674817643d4409ae98e3f26ec72dc4,opta:Player:54szh8526rjp2erap05ljqxud,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Mandy,Freeman,M. Freeman,Defender,USA,22,2,,USA,41,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,21,1802,0,1,2,0,1,1,19,5,2,0,0,0,0,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1802,4,,13,,729,2,62,1,158,44,79,12,1,3,18,166,449,28,,71,756,1,5,5,542,35,2,150,,233,7,79,1,2,94,20,22,73,975,,21,1,14,48,,341,7,10,42,1,,64,1,2,7,,73,71,2,,,13,120,1,591,606,25,2,1,31,9,42,35,True,0,0,0,0,756,1,0.05,64,166,0,143,64,0,True,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::ac9ef63e324f4f54871ba245ef6eae39,opta:Player:d29d4xtq3ib0nim6keirgdx3p,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Leah Danielle,Galton,L. Galton,Midfielder,England,21,3,,ENG,112,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,16,661,2,1,5,0,5,1,13,1,9,3,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,661,2,4,,,229,5,68,6,110,4,6,4,,1,1,128,65,13,,55,230,5,1,8,168,12,5,61,1,67,11,74,2,,28,6,14,15,383,2,16,1,1,46,,62,38,10,40,5,,1,4,9,11,5,58,12,28,1,1,17,33,,168,169,12,,1,18,,15,29,True,0,0,0,0,230,4,0.14,1,128,0,7,1,0,True,10,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::f3a1675054684f099f9675ac9cf04f19,opta:Player:6fhiz0epsutfcs1xqfhcuomad,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Morgan,Gautrat,M. Gautrat,Midfielder,USA,16,3,,USA,24,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,24,1494,0,0,2,0,2,0,20,14,8,2,0,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1494,,20,,,848,6,160,2,356,2,16,12,,2,20,206,380,24,,116,866,16,14,2,714,18,2,132,,200,14,96,6,2,106,20,18,48,1072,2,24,8,2,84,,290,32,20,52,2,,20,2,8,18,6,122,14,12,2,,50,216,,716,734,38,2,,70,4,40,34,True,0,0,0,0,866,2,0,20,206,0,36,20,0,True,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::3d63e30fe2e44837bbc051f968f80cb6,opta:Player:e7al7oly5n3wnelnnn9dt2tw5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Christina,Gibbons,C. Gibbons,Defender,USA,31,2,,USA,17,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,24,2083,1,3,7,0,2,3,35,28,25,0,2,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,2083,116,9,3,1,925,3,160,3,309,23,63,27,5,7,18,393,385,52,,175,929,,28,16,641,23,7,238,,300,14,180,6,32,136,23,52,77,1455,1,24,15,11,200,,369,8,10,109,2,,50,3,25,17,16,235,28,19,,2,108,100,,687,691,35,6,3,126,17,39,92,True,0,0,0,0,929,3,0.13,50,393,0,113,50,0,True,1,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::ad47b0318bbc49db8cc00ff56433eeaf,opta:Player:7v6clh7o5lqh8wicqvowkczfu,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Jamie,Gillis,J. Gillis,Goalkeeper,USA,32,1,,USA,168,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::1f4e3b2cfd1c4b948638a3da72e53156,opta:Player:55k4n55om0kesi5m8mpzyxqz9,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Summer,Green,S. Green,Forward,USA,19,4,,USA,143,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,7,137,0,0,1,0,0,0,1,2,3,1,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,137,,2,,,39,,9,1,21,,1,1,1,,4,31,9,1,,9,39,1,2,1,28,4,1,10,,11,1,10,,,3,1,3,3,71,,7,1,,20,,11,3,10,7,,,1,1,3,2,2,26,,3,,,15,8,,29,29,6,,,19,,1,5,True,0,0,0,0,39,1,0,1,31,0,2,1,0,True,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::dd552139607f4e219cab7864188eef47,opta:Player:19udx179xugqp84qo9rsq0nhl,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Shea,Groom,S. Groom,Midfielder,USA,10,3,,USA,73,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,22,1779,5,6,39,0,17,6,23,34,30,15,4,1,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,1779,8,15,1,2,500,26,124,6,198,2,12,18,22,4,34,333,143,40,,154,501,10,34,18,321,17,39,166,,60,23,166,12,1,95,21,41,27,906,,22,17,3,209,,150,112,10,130,17,,14,6,30,42,28,285,17,27,,5,121,167,,334,335,76,3,6,155,17,17,88,True,0,0,0,0,501,6,0.3,14,333,0,26,14,0,True,1,2,1,1,5,5,,,,1,,,,,,,,,,,,1,1,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::7906a90887a244859bdbd71b20428fef,opta:Player:220141e9r7l2dkof5f696nx0p,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Michaela,Hahn,M. Hahn,Midfielder,USA,2,3,,USA,169,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::563dd6b70ed74a0c9b30dc29b51c8364,opta:Player:7rakt6kzybvn8u7jkonrdcmad,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Ashlyn,Harris,A. Harris,Goalkeeper,USA,1,1,,USA,94,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,14,1196,0,0,0,0,0,0,0,0,2,0,1,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1196,,,30,,164,,,,16,49,120,,,,,127,204,,,6,346,1,,,148,19,,126,,58,1,46,,,108,14,,80,455,,14,,,1,,224,,10,4,,,72,,2,3,,4,9,,,,,64,,124,220,3,2,,,,,1,True,0,0,0,0,346,0,0,72,127,0,192,72,0,True,,,,,,,,49,,,,38,104,,17,21,4,2,4,,6,,,1,,12,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::c413ab13b4b2411b8255f868ec263843,opta:Player:b9d4fqz6ezz2azklpghb9kyjt,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Ashley,Hatch,A. Hatch,Forward,USA,33,4,,USA,95,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,24,1373,7,1,46,0,21,1,17,21,25,10,2,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1373,24,13,,5,340,10,101,3,156,6,18,16,25,2,22,255,62,20,,111,344,8,21,7,215,5,46,129,,68,11,126,11,22,64,15,31,20,662,1,24,10,,127,1,118,83,10,65,21,,,3,25,14,13,163,6,17,,,76,57,,211,215,36,3,1,98,3,14,51,True,0,0,0,0,344,3,0.07,0,255,0,18,0,0,True,9,2,,2,6,2,,,,,3,,1,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::c11084cdd8d94a0c98da8f5e4580d2ed,opta:Player:26ktonwnlo7n0i354vwrtog6h,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Caitlyn Josephine,Heap,C. Heap,Midfielder,USA,27,3,,USA,123,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,13,337,0,0,4,0,2,0,3,6,15,0,1,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,337,4,1,,,151,2,42,,64,2,5,5,2,1,4,56,61,6,,25,155,2,6,2,121,7,4,30,,33,4,24,2,,31,2,12,11,236,4,13,4,1,46,,48,5,10,25,2,,4,,15,3,3,53,4,5,3,,24,32,,121,125,7,,,28,3,8,22,True,0,0,0,0,155,0,0,4,56,0,9,4,0,True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::188bf66872fd4aeb841ac7b90a7da5bf,opta:Player:cxl4bxs35ifb8o5cq9jxi1ec5,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Tobin,Heath,T. Heath,Forward,USA,17,4,,USA,132,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,4,246,0,1,3,0,2,1,7,9,2,2,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,246,,5,,,88,4,25,3,34,,3,1,1,1,,79,30,9,,25,89,1,9,2,58,1,3,28,2,24,5,34,2,2,22,2,4,8,171,10,4,7,,44,,26,6,10,15,2,,3,,2,2,4,46,2,14,8,1,31,14,,60,61,2,1,1,31,2,3,13,True,0,0,0,0,89,0,0.37,3,79,0,6,3,0,True,2,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,
