ranker,player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
226,Ally Prisock,usUSA,DF,Houston Dash,26,1997,8.8,0,0,0,8,1,0,2,9,5,,,0,Matches
227,Sarah Puntigam,atAUT,"DF,MF",Houston Dash,30,1992,5.2,2,0,0,12,1,0,3,4,9,,,0,Matches
228,Margaret Purce,usUSA,"FW,MF",Gotham FC,27,1995,8.0,4,0,0,10,5,4,14,1,7,,,0,Matches
229,Quinn,caCAN,MF,Reign,27,1995,8.8,2,0,0,7,4,0,2,7,8,,,0,Matches
230,Rafaelle,brBRA,DF,Orlando Pride,31,1991,6.8,1,0,0,6,1,0,0,13,10,,,0,Matches
231,Megan Rapinoe,usUSA,"MF,FW",Reign,37,1985,11.1,2,0,0,13,21,9,115,8,7,,,0,Matches
232,Brittany Ratcliffe,usUSA,"MF,FW",NC Courage,28,1994,4.1,1,0,0,3,13,2,13,3,4,,,0,Matches
233,Megan Reid,usUSA,DF,Angel City FC,26,1996,8.8,0,0,0,3,5,1,2,10,6,,,0,Matches
234,Reyna Reyes,mxMEX,DF,Portland Thorns,21,2001,7.3,0,0,0,6,3,1,11,15,24,,,0,Matches
235,Chloe Ricketts,usUSA,MF,Washington Spirit,15,2007,3.2,1,0,0,7,6,0,3,2,7,,,0,Matches
236,Kaleigh Riehl,usUSA,DF,SD Wave,26,1996,18.2,1,0,0,6,11,0,1,20,11,,,0,Matches
237,Ali Riley,nzNZL,DF,Angel City FC,35,1987,13.8,3,0,0,16,9,1,34,11,28,,,0,Matches
238,Clara Robbins,usUSA,MF,NC Courage,24,1998,1.0,0,0,0,1,0,0,0,1,1,,,0,Matches
239,Gabrielle Robinson,usUSA,DF,Current,21,2001,18.9,2,0,0,8,13,0,2,27,15,,,0,Matches
240,Cari Roccaro,usUSA,MF,Red Stars,28,1994,20.3,2,0,0,22,16,1,4,26,23,,,0,Matches
241,Trinity Rodman,usUSA,"FW,MF",Washington Spirit,20,2002,18.1,3,1,0,30,30,8,47,8,22,,,0,Matches
242,Izzy Rodriguez,usUSA,DF,Current,23,1999,14.0,4,0,0,11,16,1,57,25,22,,,0,Matches
243,Raquel Rodríguez,crCRC,MF,Portland Thorns,29,1993,6.6,1,0,0,10,12,2,1,14,13,,,0,Matches
244,Svava Rós Guðmundsdóttir,isISL,"MF,FW",Gotham FC,27,1995,1.7,0,0,0,4,1,0,2,0,2,,,0,Matches
245,Katelyn Rowland,usUSA,GK,NC Courage,28,1994,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches
246,Yazmeen Ryan,usUSA,"MF,FW",Gotham FC,23,1999,17.3,5,0,0,21,38,1,45,15,16,,,0,Matches
247,Ebony Salmon,engENG,"FW,MF",Houston Dash,22,2001,10.5,0,0,0,15,5,8,21,2,3,,,0,Matches
248,Emily Sams,usUSA,DF,Orlando Pride,23,1999,22.0,2,0,0,9,22,0,3,24,19,,,0,Matches
249,Ashley Sanchez,usUSA,"MF,FW",Washington Spirit,23,1999,17.7,0,0,0,8,6,5,28,10,13,,,0,Matches
250,Maria Sanchez,mxMEX,"MF,FW",Houston Dash,26,1996,19.7,3,0,0,9,29,0,124,12,12,,,0,Matches
251,Ouleymata Sarr,frFRA,MF,Washington Spirit,27,1995,4.9,1,0,0,8,4,1,16,4,8,,,0,Matches
252,Becky Sauerbrunn,usUSA,DF,Portland Thorns,37,1985,6.3,0,0,0,0,2,0,1,6,1,,,0,Matches
253,Ally Schlegel,usUSA,"MF,FW",Red Stars,22,2000,4.3,0,0,0,2,6,3,0,4,5,,,0,Matches
254,Sophie Schmidt,caCAN,MF,Houston Dash,34,1988,19.5,3,0,0,26,32,0,9,25,33,,,0,Matches
255,Kayla Sharples,usUSA,DF,Red Stars,25,1997,7.7,1,0,0,3,1,0,1,10,8,,,0,Matches
256,Jaedyn Shaw,usUSA,"MF,FW",SD Wave,18,2004,16.5,2,0,0,20,21,0,71,10,18,,,0,Matches
257,Delanie Sheehan,usUSA,"MF,FW",Gotham FC,24,1999,13.7,0,0,0,19,10,3,16,0,15,,,0,Matches
258,Kailen Sheridan,caCAN,GK,SD Wave,27,1995,19.0,0,1,0,1,7,0,0,0,0,,,0,Matches
259,Marissa Sheva,ieIRL,MF,Washington Spirit,25,1997,3.0,1,0,0,4,0,0,4,4,5,,,0,Matches
260,Meleana Shim,usUSA,MF,Gotham FC,31,1991,0.6,0,0,0,1,0,0,4,1,1,,,0,Matches
261,Cheyenne Shorts,usUSA,DF,SD Wave,24,1998,2.0,0,0,0,1,1,0,0,2,1,,,1,Matches
262,Wang Shuang,cnCHN,"FW,MF",Racing Louisville,28,1995,14.4,2,0,0,8,7,4,45,13,10,,,0,Matches
263,Lena Silano,usUSA,"FW,MF",Washington Spirit,22,2000,3.4,0,0,0,10,3,2,9,3,10,,,0,Matches
264,Christine Sinclair,caCAN,"MF,FW",Portland Thorns,39,1983,11.4,0,0,0,3,3,2,9,4,10,,,0,Matches
265,Abby Smith,usUSA,GK,Gotham FC,29,1993,15.0,0,0,0,0,3,0,0,0,0,,,0,Matches
266,Taylor Smith,usUSA,FW,Gotham FC,29,1993,5.0,0,0,0,7,4,2,8,3,5,,,0,Matches
267,Havana Solaun,jmJAM,MF,Houston Dash,29,1993,2.1,0,0,0,2,0,0,0,5,4,,,0,Matches
268,Emily Sonnett,usUSA,MF,Reign,29,1993,18.6,4,0,0,30,23,1,6,25,31,,,0,Matches
269,Croix Soto,,DF,Current,,,8.3,0,0,0,1,2,0,0,2,9,,,0,Matches
270,Alexa Spaanstra,usUSA,"FW,MF",Current,22,2000,5.9,0,0,0,3,6,2,8,3,5,,,0,Matches
271,Meredith Speck,usUSA,MF,NC Courage,29,1993,7.4,1,0,0,8,3,0,9,6,11,,,0,Matches
272,Mariana Speckmaier,veVEN,FW,Washington Spirit,25,1997,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
273,Jasmyne Spencer,usUSA,"DF,MF",Angel City FC,32,1990,8.0,1,0,0,15,15,0,17,15,17,,,0,Matches
274,Bianca St-Georges,caCAN,MF,Red Stars,25,1997,17.4,3,0,0,38,7,9,46,17,21,,,0,Matches
275,Samantha Staab,usUSA,DF,Washington Spirit,25,1997,22.0,4,0,0,23,6,0,91,26,12,,,0,Matches
276,Nikki Stanton,usUSA,MF,Reign,32,1990,4.9,5,0,0,16,4,0,0,8,11,,,0,Matches
277,Sandra Starke,deGER,"MF,FW",Red Stars,29,1993,4.5,0,0,0,3,7,1,7,1,7,,,0,Matches
278,Katie Stengel,usUSA,FW,Gotham FC,30,1992,4.7,1,0,0,9,5,5,3,1,1,,,0,Matches
279,Ella Stevens,usUSA,FW,Red Stars,25,1997,14.4,0,0,0,26,14,0,11,8,16,,,0,Matches
280,Kylie Strom,usUSA,DF,Orlando Pride,30,1992,21.8,2,0,0,18,41,1,31,38,40,,,0,Matches
281,Hina Sugita,jpJPN,"MF,FW",Portland Thorns,26,1997,14.5,2,0,0,11,16,0,23,13,20,,,0,Matches
282,Andi Sullivan,usUSA,MF,Washington Spirit,27,1995,18.9,4,0,0,28,18,0,3,31,28,,,0,Matches
283,Mallory Swanson,usUSA,MF,Red Stars,24,1998,2.0,0,0,0,2,2,0,23,0,1,,,0,Matches
284,Frankie Tagliaferri,usUSA,MF,NC Courage,24,1999,2.9,0,0,0,1,2,0,4,1,3,,,0,Matches
285,Alyssa Thompson,usUSA,"FW,MF",Angel City FC,18,2004,12.8,1,0,0,17,12,7,29,11,13,,,0,Matches
286,Cameron Tucker,usUSA,"MF,FW",Houston Dash,23,1999,2.8,1,0,0,10,1,2,4,0,10,,,0,Matches
287,Phallon Tullis-Joyce,usUSA,GK,Reign,26,1996,16.0,0,0,0,0,2,0,0,0,0,,,0,Matches
288,Kelsey Turnbow,usUSA,FW,SD Wave,24,1999,1.7,0,0,0,1,4,0,15,1,6,,,0,Matches
289,Erika Tymrak,usUSA,"MF,FW",Orlando Pride,31,1991,8.9,0,0,0,2,12,1,7,3,6,,,0,Matches
290,Olivia Van der Jagt,usUSA,MF,Reign,23,1999,12.0,0,0,0,7,6,1,5,14,17,,,0,Matches
291,Michele Vasconcelos,usUSA,FW,Portland Thorns,28,1994,3.8,0,0,0,5,7,1,4,1,6,,,0,Matches
292,Mary Vignola,usUSA,DF,Angel City FC,24,1998,13.3,2,0,0,13,10,4,30,20,16,,,0,Matches
293,Viviana Villacorta,usUSA,MF,Orlando Pride,23,1999,12.3,0,0,0,8,9,0,0,14,9,,,0,Matches
294,Jenna Walker,usUSA,"MF,DF",Current,23,1999,4.9,0,0,0,1,4,0,1,0,5,,,0,Matches
295,Ally Watt,usUSA,"FW,MF",Orlando Pride,25,1997,8.3,2,0,0,10,7,8,20,5,15,,,0,Matches
296,Dani Weatherholt,usUSA,MF,Angel City FC,28,1994,16.1,2,0,0,21,18,2,5,22,21,,,0,Matches
297,Morgan Weaver,usUSA,"FW,MF",Portland Thorns,25,1997,19.8,1,0,0,12,10,6,54,7,13,,,0,Matches
298,McKenzie Weinert,,FW,Reign,,,0.5,0,0,0,3,2,1,0,0,0,,,0,Matches
299,Christen Westphal,usUSA,DF,SD Wave,29,1993,21.8,1,0,0,9,6,0,34,39,19,,,0,Matches
300,Ryan Williams,usUSA,DF,NC Courage,26,1996,21.8,3,0,0,19,7,1,43,37,30,,,0,Matches
301,Sophia Wilson,usUSA,FW,Portland Thorns,22,2000,12.9,2,0,0,13,24,10,13,3,9,,,0,Matches
302,Olivia Wingate,usUSA,FW,NC Courage,22,2000,4.8,0,0,0,2,5,4,9,1,1,,,0,Matches
303,Arin Wright,usUSA,"DF,MF",Red Stars,30,1992,17.6,2,0,0,5,13,0,12,38,9,,,0,Matches
304,Zaneta Wyne,usUSA,MF,Racing Louisville,32,1990,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
305,Shae Yanez,usUSA,GK,SD Wave,25,1997,3.0,0,0,0,1,1,0,0,0,0,,,0,Matches
306,Summer Yates,usUSA,MF,Orlando Pride,22,2000,1.3,0,0,0,3,4,0,4,0,5,,,0,Matches
307,McCall Zerboni,usUSA,MF,Gotham FC,36,1986,5.4,1,0,0,10,9,1,6,9,10,,,0,Matches
